arquivo,rotulos_aceitos,observacao
n03000684_15.JPEG,chain_saw,Imagenette val/n03000684/n03000684_1000.JPEG
n03000684_16.JPEG,chain_saw,Imagenette val/n03000684/n03000684_1011.JPEG
n03000684_17.JPEG,chain_saw,Imagenette val/n03000684/n03000684_10131.JPEG
n03000684_18.JPEG,chain_saw,Imagenette val/n03000684/n03000684_10132.JPEG
n03000684_19.JPEG,chain_saw,Imagenette val/n03000684/n03000684_10200.JPEG
n03000684_20.JPEG,chain_saw,Imagenette val/n03000684/n03000684_10212.JPEG
n03000684_21.JPEG,chain_saw,Imagenette val/n03000684/n03000684_10302.JPEG
n03000684_22.JPEG,chain_saw,Imagenette val/n03000684/n03000684_1031.JPEG
n03000684_23.JPEG,chain_saw,Imagenette val/n03000684/n03000684_1040.JPEG
n03000684_24.JPEG,chain_saw,Imagenette val/n03000684/n03000684_10690.JPEG
n03000684_25.JPEG,chain_saw,Imagenette val/n03000684/n03000684_10692.JPEG
n03000684_26.JPEG,chain_saw,Imagenette val/n03000684/n03000684_10790.JPEG
n03000684_27.JPEG,chain_saw,Imagenette val/n03000684/n03000684_1082.JPEG
n03000684_28.JPEG,chain_saw,Imagenette val/n03000684/n03000684_10820.JPEG
n03000684_29.JPEG,chain_saw,Imagenette val/n03000684/n03000684_10860.JPEG
n03000684_30.JPEG,chain_saw,Imagenette val/n03000684/n03000684_10902.JPEG
n03000684_31.JPEG,chain_saw,Imagenette val/n03000684/n03000684_10960.JPEG
n03000684_32.JPEG,chain_saw,Imagenette val/n03000684/n03000684_10992.JPEG
n03000684_33.JPEG,chain_saw,Imagenette val/n03000684/n03000684_1100.JPEG
n03000684_34.JPEG,chain_saw,Imagenette val/n03000684/n03000684_11070.JPEG
n03000684_35.JPEG,chain_saw,Imagenette val/n03000684/n03000684_11090.JPEG
n03000684_36.JPEG,chain_saw,Imagenette val/n03000684/n03000684_11122.JPEG
n03000684_37.JPEG,chain_saw,Imagenette val/n03000684/n03000684_11180.JPEG
n03000684_38.JPEG,chain_saw,Imagenette val/n03000684/n03000684_1122.JPEG
n03000684_39.JPEG,chain_saw,Imagenette val/n03000684/n03000684_11241.JPEG
n03000684_40.JPEG,chain_saw,Imagenette val/n03000684/n03000684_11441.JPEG
n03000684_41.JPEG,chain_saw,Imagenette val/n03000684/n03000684_11511.JPEG
n03000684_42.JPEG,chain_saw,Imagenette val/n03000684/n03000684_11552.JPEG
n03000684_43.JPEG,chain_saw,Imagenette val/n03000684/n03000684_11672.JPEG
n03000684_44.JPEG,chain_saw,Imagenette val/n03000684/n03000684_11701.JPEG
n03000684_45.JPEG,chain_saw,Imagenette val/n03000684/n03000684_11821.JPEG
n03000684_46.JPEG,chain_saw,Imagenette val/n03000684/n03000684_11861.JPEG
n03000684_47.JPEG,chain_saw,Imagenette val/n03000684/n03000684_12051.JPEG
n03000684_48.JPEG,chain_saw,Imagenette val/n03000684/n03000684_12052.JPEG
n03000684_49.JPEG,chain_saw,Imagenette val/n03000684/n03000684_1210.JPEG
n03000684_50.JPEG,chain_saw,Imagenette val/n03000684/n03000684_12170.JPEG
n03000684_51.JPEG,chain_saw,Imagenette val/n03000684/n03000684_12370.JPEG
n03000684_52.JPEG,chain_saw,Imagenette val/n03000684/n03000684_12430.JPEG
n03000684_53.JPEG,chain_saw,Imagenette val/n03000684/n03000684_12470.JPEG
n03000684_54.JPEG,chain_saw,Imagenette val/n03000684/n03000684_12570.JPEG
n03000684_55.JPEG,chain_saw,Imagenette val/n03000684/n03000684_12642.JPEG
n03000684_56.JPEG,chain_saw,Imagenette val/n03000684/n03000684_12670.JPEG
n03000684_57.JPEG,chain_saw,Imagenette val/n03000684/n03000684_12880.JPEG
n03000684_58.JPEG,chain_saw,Imagenette val/n03000684/n03000684_1290.JPEG
n03000684_59.JPEG,chain_saw,Imagenette val/n03000684/n03000684_1300.JPEG
n03000684_60.JPEG,chain_saw,Imagenette val/n03000684/n03000684_13071.JPEG
n03000684_61.JPEG,chain_saw,Imagenette val/n03000684/n03000684_1310.JPEG
n03000684_62.JPEG,chain_saw,Imagenette val/n03000684/n03000684_13182.JPEG
n03000684_63.JPEG,chain_saw,Imagenette val/n03000684/n03000684_13270.JPEG
n03000684_64.JPEG,chain_saw,Imagenette val/n03000684/n03000684_13352.JPEG
n03000684_65.JPEG,chain_saw,Imagenette val/n03000684/n03000684_13402.JPEG
n03000684_66.JPEG,chain_saw,Imagenette val/n03000684/n03000684_13440.JPEG
n03000684_67.JPEG,chain_saw,Imagenette val/n03000684/n03000684_13510.JPEG
n03000684_68.JPEG,chain_saw,Imagenette val/n03000684/n03000684_13511.JPEG
n03000684_69.JPEG,chain_saw,Imagenette val/n03000684/n03000684_13541.JPEG
n03000684_70.JPEG,chain_saw,Imagenette val/n03000684/n03000684_13560.JPEG
n03000684_71.JPEG,chain_saw,Imagenette val/n03000684/n03000684_13920.JPEG
n03000684_72.JPEG,chain_saw,Imagenette val/n03000684/n03000684_13982.JPEG
n03000684_73.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14022.JPEG
n03000684_74.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14060.JPEG
n03000684_75.JPEG,chain_saw,Imagenette val/n03000684/n03000684_141.JPEG
n03000684_76.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14112.JPEG
n03000684_77.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14120.JPEG
n03000684_78.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14132.JPEG
n03000684_79.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14171.JPEG
n03000684_80.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14351.JPEG
n03000684_81.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14391.JPEG
n03000684_82.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14502.JPEG
n03000684_83.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14600.JPEG
n03000684_84.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14632.JPEG
n03000684_85.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14650.JPEG
n03000684_86.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14720.JPEG
n03000684_87.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14740.JPEG
n03000684_88.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14761.JPEG
n03000684_89.JPEG,chain_saw,Imagenette val/n03000684/n03000684_14882.JPEG
n03000684_90.JPEG,chain_saw,Imagenette val/n03000684/n03000684_1490.JPEG
n03000684_91.JPEG,chain_saw,Imagenette val/n03000684/n03000684_15040.JPEG
n03000684_92.JPEG,chain_saw,Imagenette val/n03000684/n03000684_15071.JPEG
n03000684_93.JPEG,chain_saw,Imagenette val/n03000684/n03000684_15181.JPEG
n03000684_94.JPEG,chain_saw,Imagenette val/n03000684/n03000684_15202.JPEG
n03000684_95.JPEG,chain_saw,Imagenette val/n03000684/n03000684_15300.JPEG
n03000684_96.JPEG,chain_saw,Imagenette val/n03000684/n03000684_15321.JPEG
n03000684_97.JPEG,chain_saw,Imagenette val/n03000684/n03000684_15400.JPEG
n03000684_98.JPEG,chain_saw,Imagenette val/n03000684/n03000684_1542.JPEG
n03000684_99.JPEG,chain_saw,Imagenette val/n03000684/n03000684_15441.JPEG
n03000684_100.JPEG,chain_saw,Imagenette val/n03000684/n03000684_15470.JPEG
n03028079_01.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00003351.JPEG
n03028079_02.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00003682.JPEG
n03028079_03.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00004912.JPEG
n03028079_04.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00007400.JPEG
n03028079_05.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00010770.JPEG
n03028079_06.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00016542.JPEG
n03028079_07.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00016832.JPEG
n03028079_08.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00019331.JPEG
n03028079_09.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00019711.JPEG
n03028079_10.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00023000.JPEG
n03028079_11.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00023291.JPEG
n03028079_12.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00026451.JPEG
n03028079_13.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00028310.JPEG
n03028079_14.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00029870.JPEG
n03028079_15.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00034021.JPEG
n03028079_16.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00034220.JPEG
n03028079_17.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00046232.JPEG
n03028079_18.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00046550.JPEG
n03028079_19.JPEG,church,Imagenette val/n03028079/ILSVRC2012_val_00048382.JPEG
n03028079_20.JPEG,church,Imagenette val/n03028079/n03028079_1.JPEG
n03028079_21.JPEG,church,Imagenette val/n03028079/n03028079_1002.JPEG
n03028079_22.JPEG,church,Imagenette val/n03028079/n03028079_10020.JPEG
n03028079_23.JPEG,church,Imagenette val/n03028079/n03028079_10032.JPEG
n03028079_24.JPEG,church,Imagenette val/n03028079/n03028079_10040.JPEG
n03028079_25.JPEG,church,Imagenette val/n03028079/n03028079_10060.JPEG
n03028079_26.JPEG,church,Imagenette val/n03028079/n03028079_10111.JPEG
n03028079_27.JPEG,church,Imagenette val/n03028079/n03028079_10141.JPEG
n03028079_28.JPEG,church,Imagenette val/n03028079/n03028079_10191.JPEG
n03028079_29.JPEG,church,Imagenette val/n03028079/n03028079_102.JPEG
n03028079_30.JPEG,church,Imagenette val/n03028079/n03028079_10230.JPEG
n03028079_31.JPEG,church,Imagenette val/n03028079/n03028079_10241.JPEG
n03028079_32.JPEG,church,Imagenette val/n03028079/n03028079_10410.JPEG
n03028079_33.JPEG,church,Imagenette val/n03028079/n03028079_10451.JPEG
n03028079_34.JPEG,church,Imagenette val/n03028079/n03028079_10452.JPEG
n03028079_35.JPEG,church,Imagenette val/n03028079/n03028079_10511.JPEG
n03028079_36.JPEG,church,Imagenette val/n03028079/n03028079_105232.JPEG
n03028079_37.JPEG,church,Imagenette val/n03028079/n03028079_10590.JPEG
n03028079_38.JPEG,church,Imagenette val/n03028079/n03028079_10611.JPEG
n03028079_39.JPEG,church,Imagenette val/n03028079/n03028079_10631.JPEG
n03028079_40.JPEG,church,Imagenette val/n03028079/n03028079_108321.JPEG
n03028079_41.JPEG,church,Imagenette val/n03028079/n03028079_1090.JPEG
n03028079_42.JPEG,church,Imagenette val/n03028079/n03028079_1091.JPEG
n03028079_43.JPEG,church,Imagenette val/n03028079/n03028079_1102.JPEG
n03028079_44.JPEG,church,Imagenette val/n03028079/n03028079_110420.JPEG
n03028079_45.JPEG,church,Imagenette val/n03028079/n03028079_11111.JPEG
n03028079_46.JPEG,church,Imagenette val/n03028079/n03028079_11250.JPEG
n03028079_47.JPEG,church,Imagenette val/n03028079/n03028079_112802.JPEG
n03028079_48.JPEG,church,Imagenette val/n03028079/n03028079_113001.JPEG
n03028079_49.JPEG,church,Imagenette val/n03028079/n03028079_11401.JPEG
n03028079_50.JPEG,church,Imagenette val/n03028079/n03028079_11591.JPEG
n03028079_51.JPEG,church,Imagenette val/n03028079/n03028079_116072.JPEG
n03028079_52.JPEG,church,Imagenette val/n03028079/n03028079_12061.JPEG
n03028079_53.JPEG,church,Imagenette val/n03028079/n03028079_12090.JPEG
n03028079_54.JPEG,church,Imagenette val/n03028079/n03028079_122592.JPEG
n03028079_55.JPEG,church,Imagenette val/n03028079/n03028079_12330.JPEG
n03028079_56.JPEG,church,Imagenette val/n03028079/n03028079_12681.JPEG
n03028079_57.JPEG,church,Imagenette val/n03028079/n03028079_12732.JPEG
n03028079_58.JPEG,church,Imagenette val/n03028079/n03028079_12802.JPEG
n03028079_59.JPEG,church,Imagenette val/n03028079/n03028079_12812.JPEG
n03028079_60.JPEG,church,Imagenette val/n03028079/n03028079_13002.JPEG
n03028079_61.JPEG,church,Imagenette val/n03028079/n03028079_13021.JPEG
n03028079_62.JPEG,church,Imagenette val/n03028079/n03028079_13251.JPEG
n03028079_63.JPEG,church,Imagenette val/n03028079/n03028079_13311.JPEG
n03028079_64.JPEG,church,Imagenette val/n03028079/n03028079_1332.JPEG
n03028079_65.JPEG,church,Imagenette val/n03028079/n03028079_13331.JPEG
n03028079_66.JPEG,church,Imagenette val/n03028079/n03028079_1350.JPEG
n03028079_67.JPEG,church,Imagenette val/n03028079/n03028079_13530.JPEG
n03028079_68.JPEG,church,Imagenette val/n03028079/n03028079_13542.JPEG
n03028079_69.JPEG,church,Imagenette val/n03028079/n03028079_13580.JPEG
n03028079_70.JPEG,church,Imagenette val/n03028079/n03028079_13601.JPEG
n03028079_71.JPEG,church,Imagenette val/n03028079/n03028079_1372.JPEG
n03028079_72.JPEG,church,Imagenette val/n03028079/n03028079_13721.JPEG
n03028079_73.JPEG,church,Imagenette val/n03028079/n03028079_1381.JPEG
n03028079_74.JPEG,church,Imagenette val/n03028079/n03028079_13952.JPEG
n03028079_75.JPEG,church,Imagenette val/n03028079/n03028079_13981.JPEG
n03028079_76.JPEG,church,Imagenette val/n03028079/n03028079_14010.JPEG
n03028079_77.JPEG,church,Imagenette val/n03028079/n03028079_14021.JPEG
n03028079_78.JPEG,church,Imagenette val/n03028079/n03028079_14181.JPEG
n03028079_79.JPEG,church,Imagenette val/n03028079/n03028079_14192.JPEG
n03028079_80.JPEG,church,Imagenette val/n03028079/n03028079_14210.JPEG
n03028079_81.JPEG,church,Imagenette val/n03028079/n03028079_14310.JPEG
n03028079_82.JPEG,church,Imagenette val/n03028079/n03028079_14371.JPEG
n03028079_83.JPEG,church,Imagenette val/n03028079/n03028079_14382.JPEG
n03028079_84.JPEG,church,Imagenette val/n03028079/n03028079_14492.JPEG
n03028079_85.JPEG,church,Imagenette val/n03028079/n03028079_14582.JPEG
n03028079_86.JPEG,church,Imagenette val/n03028079/n03028079_14600.JPEG
n03028079_87.JPEG,church,Imagenette val/n03028079/n03028079_14621.JPEG
n03028079_88.JPEG,church,Imagenette val/n03028079/n03028079_14770.JPEG
n03028079_89.JPEG,church,Imagenette val/n03028079/n03028079_14860.JPEG
n03028079_90.JPEG,church,Imagenette val/n03028079/n03028079_14900.JPEG
n03028079_91.JPEG,church,Imagenette val/n03028079/n03028079_14910.JPEG
n03028079_92.JPEG,church,Imagenette val/n03028079/n03028079_14920.JPEG
n03028079_93.JPEG,church,Imagenette val/n03028079/n03028079_14992.JPEG
n03028079_94.JPEG,church,Imagenette val/n03028079/n03028079_15002.JPEG
n03028079_95.JPEG,church,Imagenette val/n03028079/n03028079_1501.JPEG
n03028079_96.JPEG,church,Imagenette val/n03028079/n03028079_1502.JPEG
n03028079_97.JPEG,church,Imagenette val/n03028079/n03028079_15081.JPEG
n03028079_98.JPEG,church,Imagenette val/n03028079/n03028079_151.JPEG
n03028079_99.JPEG,church,Imagenette val/n03028079/n03028079_15102.JPEG
n03028079_100.JPEG,church,Imagenette val/n03028079/n03028079_15111.JPEG
n03394916_01.JPEG,French_horn,Imagenette val/n03394916/ILSVRC2012_val_00001492.JPEG
n03394916_02.JPEG,French_horn,Imagenette val/n03394916/ILSVRC2012_val_00003620.JPEG
n03394916_03.JPEG,French_horn,Imagenette val/n03394916/ILSVRC2012_val_00004301.JPEG
n03394916_04.JPEG,French_horn,Imagenette val/n03394916/ILSVRC2012_val_00007921.JPEG
n03394916_05.JPEG,French_horn,Imagenette val/n03394916/ILSVRC2012_val_00009651.JPEG
n03394916_06.JPEG,French_horn,Imagenette val/n03394916/ILSVRC2012_val_00011691.JPEG
n03394916_07.JPEG,French_horn,Imagenette val/n03394916/ILSVRC2012_val_00015542.JPEG
n03394916_08.JPEG,French_horn,Imagenette val/n03394916/ILSVRC2012_val_00025430.JPEG
n03394916_09.JPEG,French_horn,Imagenette val/n03394916/ILSVRC2012_val_00025761.JPEG
n03394916_10.JPEG,French_horn,Imagenette val/n03394916/ILSVRC2012_val_00033682.JPEG
n03394916_11.JPEG,French_horn,Imagenette val/n03394916/ILSVRC2012_val_00037592.JPEG
n03394916_12.JPEG,French_horn,Imagenette val/n03394916/ILSVRC2012_val_00041242.JPEG
n03394916_13.JPEG,French_horn,Imagenette val/n03394916/n03394916_10501.JPEG
n03394916_14.JPEG,French_horn,Imagenette val/n03394916/n03394916_10591.JPEG
n03394916_15.JPEG,French_horn,Imagenette val/n03394916/n03394916_1091.JPEG
n03394916_16.JPEG,French_horn,Imagenette val/n03394916/n03394916_11030.JPEG
n03394916_17.JPEG,French_horn,Imagenette val/n03394916/n03394916_1130.JPEG
n03394916_18.JPEG,French_horn,Imagenette val/n03394916/n03394916_11330.JPEG
n03394916_19.JPEG,French_horn,Imagenette val/n03394916/n03394916_11571.JPEG
n03394916_20.JPEG,French_horn,Imagenette val/n03394916/n03394916_11582.JPEG
n03394916_21.JPEG,French_horn,Imagenette val/n03394916/n03394916_12292.JPEG
n03394916_22.JPEG,French_horn,Imagenette val/n03394916/n03394916_12430.JPEG
n03394916_23.JPEG,French_horn,Imagenette val/n03394916/n03394916_13492.JPEG
n03394916_24.JPEG,French_horn,Imagenette val/n03394916/n03394916_14002.JPEG
n03394916_25.JPEG,French_horn,Imagenette val/n03394916/n03394916_14162.JPEG
n03394916_26.JPEG,French_horn,Imagenette val/n03394916/n03394916_15352.JPEG
n03394916_27.JPEG,French_horn,Imagenette val/n03394916/n03394916_15691.JPEG
n03394916_28.JPEG,French_horn,Imagenette val/n03394916/n03394916_1592.JPEG
n03394916_29.JPEG,French_horn,Imagenette val/n03394916/n03394916_16212.JPEG
n03394916_30.JPEG,French_horn,Imagenette val/n03394916/n03394916_16322.JPEG
n03394916_31.JPEG,French_horn,Imagenette val/n03394916/n03394916_16601.JPEG
n03394916_32.JPEG,French_horn,Imagenette val/n03394916/n03394916_16781.JPEG
n03394916_33.JPEG,French_horn,Imagenette val/n03394916/n03394916_17100.JPEG
n03394916_34.JPEG,French_horn,Imagenette val/n03394916/n03394916_17141.JPEG
n03394916_35.JPEG,French_horn,Imagenette val/n03394916/n03394916_17780.JPEG
n03394916_36.JPEG,French_horn,Imagenette val/n03394916/n03394916_17890.JPEG
n03394916_37.JPEG,French_horn,Imagenette val/n03394916/n03394916_180.JPEG
n03394916_38.JPEG,French_horn,Imagenette val/n03394916/n03394916_18691.JPEG
n03394916_39.JPEG,French_horn,Imagenette val/n03394916/n03394916_18901.JPEG
n03394916_40.JPEG,French_horn,Imagenette val/n03394916/n03394916_19491.JPEG
n03394916_41.JPEG,French_horn,Imagenette val/n03394916/n03394916_20281.JPEG
n03394916_42.JPEG,French_horn,Imagenette val/n03394916/n03394916_20420.JPEG
n03394916_43.JPEG,French_horn,Imagenette val/n03394916/n03394916_21040.JPEG
n03394916_44.JPEG,French_horn,Imagenette val/n03394916/n03394916_21092.JPEG
n03394916_45.JPEG,French_horn,Imagenette val/n03394916/n03394916_21272.JPEG
n03394916_46.JPEG,French_horn,Imagenette val/n03394916/n03394916_2151.JPEG
n03394916_47.JPEG,French_horn,Imagenette val/n03394916/n03394916_22661.JPEG
n03394916_48.JPEG,French_horn,Imagenette val/n03394916/n03394916_22791.JPEG
n03394916_49.JPEG,French_horn,Imagenette val/n03394916/n03394916_230.JPEG
n03394916_50.JPEG,French_horn,Imagenette val/n03394916/n03394916_23071.JPEG
n03394916_51.JPEG,French_horn,Imagenette val/n03394916/n03394916_23222.JPEG
n03394916_52.JPEG,French_horn,Imagenette val/n03394916/n03394916_23411.JPEG
n03394916_53.JPEG,French_horn,Imagenette val/n03394916/n03394916_23742.JPEG
n03394916_54.JPEG,French_horn,Imagenette val/n03394916/n03394916_23942.JPEG
n03394916_55.JPEG,French_horn,Imagenette val/n03394916/n03394916_24391.JPEG
n03394916_56.JPEG,French_horn,Imagenette val/n03394916/n03394916_24420.JPEG
n03394916_57.JPEG,French_horn,Imagenette val/n03394916/n03394916_24532.JPEG
n03394916_58.JPEG,French_horn,Imagenette val/n03394916/n03394916_25580.JPEG
n03394916_59.JPEG,French_horn,Imagenette val/n03394916/n03394916_25670.JPEG
n03394916_60.JPEG,French_horn,Imagenette val/n03394916/n03394916_25781.JPEG
n03394916_61.JPEG,French_horn,Imagenette val/n03394916/n03394916_25821.JPEG
n03394916_62.JPEG,French_horn,Imagenette val/n03394916/n03394916_25832.JPEG
n03394916_63.JPEG,French_horn,Imagenette val/n03394916/n03394916_26040.JPEG
n03394916_64.JPEG,French_horn,Imagenette val/n03394916/n03394916_26102.JPEG
n03394916_65.JPEG,French_horn,Imagenette val/n03394916/n03394916_26252.JPEG
n03394916_66.JPEG,French_horn,Imagenette val/n03394916/n03394916_26260.JPEG
n03394916_67.JPEG,French_horn,Imagenette val/n03394916/n03394916_26270.JPEG
n03394916_68.JPEG,French_horn,Imagenette val/n03394916/n03394916_26391.JPEG
n03394916_69.JPEG,French_horn,Imagenette val/n03394916/n03394916_26422.JPEG
n03394916_70.JPEG,French_horn,Imagenette val/n03394916/n03394916_26802.JPEG
n03394916_71.JPEG,French_horn,Imagenette val/n03394916/n03394916_26831.JPEG
n03394916_72.JPEG,French_horn,Imagenette val/n03394916/n03394916_26940.JPEG
n03394916_73.JPEG,French_horn,Imagenette val/n03394916/n03394916_27071.JPEG
n03394916_74.JPEG,French_horn,Imagenette val/n03394916/n03394916_27241.JPEG
n03394916_75.JPEG,French_horn,Imagenette val/n03394916/n03394916_27560.JPEG
n03394916_76.JPEG,French_horn,Imagenette val/n03394916/n03394916_27932.JPEG
n03394916_77.JPEG,French_horn,Imagenette val/n03394916/n03394916_28291.JPEG
n03394916_78.JPEG,French_horn,Imagenette val/n03394916/n03394916_28381.JPEG
n03394916_79.JPEG,French_horn,Imagenette val/n03394916/n03394916_28421.JPEG
n03394916_80.JPEG,French_horn,Imagenette val/n03394916/n03394916_28431.JPEG
n03394916_81.JPEG,French_horn,Imagenette val/n03394916/n03394916_28461.JPEG
n03394916_82.JPEG,French_horn,Imagenette val/n03394916/n03394916_28561.JPEG
n03394916_83.JPEG,French_horn,Imagenette val/n03394916/n03394916_28590.JPEG
n03394916_84.JPEG,French_horn,Imagenette val/n03394916/n03394916_28651.JPEG
n03394916_85.JPEG,French_horn,Imagenette val/n03394916/n03394916_28830.JPEG
n03394916_86.JPEG,French_horn,Imagenette val/n03394916/n03394916_28971.JPEG
n03394916_87.JPEG,French_horn,Imagenette val/n03394916/n03394916_29091.JPEG
n03394916_88.JPEG,French_horn,Imagenette val/n03394916/n03394916_29130.JPEG
n03394916_89.JPEG,French_horn,Imagenette val/n03394916/n03394916_29142.JPEG
n03394916_90.JPEG,French_horn,Imagenette val/n03394916/n03394916_292.JPEG
n03394916_91.JPEG,French_horn,Imagenette val/n03394916/n03394916_29311.JPEG
n03394916_92.JPEG,French_horn,Imagenette val/n03394916/n03394916_29412.JPEG
n03394916_93.JPEG,French_horn,Imagenette val/n03394916/n03394916_29480.JPEG
n03394916_94.JPEG,French_horn,Imagenette val/n03394916/n03394916_29500.JPEG
n03394916_95.JPEG,French_horn,Imagenette val/n03394916/n03394916_29530.JPEG
n03394916_96.JPEG,French_horn,Imagenette val/n03394916/n03394916_29541.JPEG
n03394916_97.JPEG,French_horn,Imagenette val/n03394916/n03394916_29580.JPEG
n03394916_98.JPEG,French_horn,Imagenette val/n03394916/n03394916_29611.JPEG
n03394916_99.JPEG,French_horn,Imagenette val/n03394916/n03394916_29622.JPEG
n03394916_100.JPEG,French_horn,Imagenette val/n03394916/n03394916_29722.JPEG
n03417042_01.JPEG,garbage_truck,Imagenette val/n03417042/ILSVRC2012_val_00002210.JPEG
n03417042_02.JPEG,garbage_truck,Imagenette val/n03417042/ILSVRC2012_val_00006922.JPEG
n03417042_03.JPEG,garbage_truck,Imagenette val/n03417042/ILSVRC2012_val_00008430.JPEG
n03417042_04.JPEG,garbage_truck,Imagenette val/n03417042/ILSVRC2012_val_00022172.JPEG
n03417042_05.JPEG,garbage_truck,Imagenette val/n03417042/ILSVRC2012_val_00024560.JPEG
n03417042_06.JPEG,garbage_truck,Imagenette val/n03417042/ILSVRC2012_val_00027110.JPEG
n03417042_07.JPEG,garbage_truck,Imagenette val/n03417042/ILSVRC2012_val_00027150.JPEG
n03417042_08.JPEG,garbage_truck,Imagenette val/n03417042/ILSVRC2012_val_00028190.JPEG
n03417042_09.JPEG,garbage_truck,Imagenette val/n03417042/ILSVRC2012_val_00032800.JPEG
n03417042_10.JPEG,garbage_truck,Imagenette val/n03417042/ILSVRC2012_val_00033842.JPEG
n03417042_11.JPEG,garbage_truck,Imagenette val/n03417042/ILSVRC2012_val_00034001.JPEG
n03417042_12.JPEG,garbage_truck,Imagenette val/n03417042/ILSVRC2012_val_00042802.JPEG
n03417042_13.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1000.JPEG
n03417042_14.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10121.JPEG
n03417042_15.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10141.JPEG
n03417042_16.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10150.JPEG
n03417042_17.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1022.JPEG
n03417042_18.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10280.JPEG
n03417042_19.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10300.JPEG
n03417042_20.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1031.JPEG
n03417042_21.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10331.JPEG
n03417042_22.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10362.JPEG
n03417042_23.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10401.JPEG
n03417042_24.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10402.JPEG
n03417042_25.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10442.JPEG
n03417042_26.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10462.JPEG
n03417042_27.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_1051.JPEG
n03417042_28.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10520.JPEG
n03417042_29.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10612.JPEG
n03417042_30.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10642.JPEG
n03417042_31.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10751.JPEG
n03417042_32.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10752.JPEG
n03417042_33.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_10802.JPEG
n03417042_34.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11.JPEG
n03417042_35.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11000.JPEG
n03417042_36.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11031.JPEG
n03417042_37.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11062.JPEG
n03417042_38.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11072.JPEG
n03417042_39.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11091.JPEG
n03417042_40.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11222.JPEG
n03417042_41.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11441.JPEG
n03417042_42.JPEG,garbage_truck,Imagenette val/n03417042/n03417042_11452.JPEG
